rank,release_date,primary_title,budget,domestic_gross,worldwide_gross_raw,release_year,month,vote_average,vote_count,genre_ids,primary_genre,worldwide_gross_millions,budget_millions,domestic_gross_millions,roi_percent
16,2013-10-04,Gravity,110000000.0,274092705.0,693698673.0,2013,10,7.2,9586.0,"[878, 53, 18]",Sci-Fi,693.698673,110.0,274.092705,530.64
17,2006-12-22,Night at the Museum,110000000.0,250863268.0,579446407.0,2006,12,,,,,579.446407,110.0,250.863268,426.77
18,2005-06-10,Mr. and Mrs. Smith,110000000.0,186336279.0,486124090.0,2005,6,,,,,486.12409,110.0,186.336279,341.93
19,2015-05-29,San Andreas,110000000.0,155190832.0,456258539.0,2015,5,6.1,5125.0,"[28, 18, 53]",Action,456.258539,110.0,155.190832,314.78
20,2011-07-29,The Smurfs,110000000.0,142614158.0,563749323.0,2011,7,5.6,2112.0,"[16, 10751, 12, 35, 14]",Animation,563.749323,110.0,142.614158,412.5
21,2007-06-27,Live Free or Die Hard,110000000.0,134529403.0,382288147.0,2007,6,,,,,382.288147,110.0,134.529403,247.53
22,2015-03-20,The Divergent Series: Insurgent,110000000.0,130179072.0,295075882.0,2015,3,,,,,295.075882,110.0,130.179072,168.25
23,2004-12-10,Ocean's Twelve,110000000.0,125531634.0,362989076.0,2004,12,,,,,362.989076,110.0,125.531634,229.99
24,1997-12-19,Tomorrow Never Dies,110000000.0,125304276.0,339504276.0,1997,12,,,,,339.504276,110.0,125.304276,208.64
25,2000-06-28,The Patriot,110000000.0,113330342.0,215300000.0,2000,6,,,,,215.3,110.0,113.330342,95.73
26,2014-03-07,300: Rise of an Empire,110000000.0,106580051.0,330780051.0,2014,3,6.0,3870.0,"[28, 10752, 14]",Action,330.780051,110.0,106.580051,200.71
27,2004-12-17,The Aviator,110000000.0,102608827.0,208370892.0,2004,12,,,,,208.370892,110.0,102.608827,89.43
28,2016-12-21,Passengers,110000000.0,100014699.0,302239672.0,2016,12,6.8,7869.0,"[18, 10749, 878]",Drama,302.239672,110.0,100.014699,174.76
28,2016-12-21,Passengers,110000000.0,100014699.0,302239672.0,2016,12,6.8,7869.0,"[18, 10749, 878]",Drama,302.239672,110.0,100.014699,174.76
29,2011-01-14,The Green Hornet,110000000.0,98780042.0,229155503.0,2011,1,5.5,1897.0,"[28, 80, 35]",Action,229.155503,110.0,98.780042,108.32
30,2016-09-30,Miss Peregrineâs Home for Peculiar Children,110000000.0,87242834.0,295986876.0,2016,9,,,,,295.986876,110.0,87.242834,169.08
31,2011-10-07,Real Steel,110000000.0,85463309.0,263880341.0,2011,10,6.8,4566.0,"[28, 878, 18]",Action,263.880341,110.0,85.463309,139.89
32,2010-06-11,The A-Team,110000000.0,77222099.0,177241171.0,2010,6,6.3,2703.0,"[53, 28, 12, 35, 80]",Thriller,177.241171,110.0,77.222099,61.13
33,2013-07-31,The Smurfs 2,110000000.0,71017784.0,348547523.0,2013,7,5.7,1200.0,"[14, 10751, 35, 16]",Fantasy,348.547523,110.0,71.017784,216.86
34,2016-03-18,The Divergent Series: Allegiant,110000000.0,66184051.0,172022517.0,2016,3,,,,,172.022517,110.0,66.184051,56.38
35,2009-06-12,The Taking of Pelham 123,110000000.0,65452312.0,152364370.0,2009,6,,,,,152.36437,110.0,65.452312,38.51
36,2013-11-01,Ender's Game,110000000.0,61737191.0,127983283.0,2013,11,6.6,3558.0,"[878, 28, 12]",Sci-Fi,127.983283,110.0,61.737191,16.35
37,2004-04-02,Home on the Range,110000000.0,50026353.0,76482461.0,2004,4,,,,,76.482461,110.0,50.026353,-30.47
38,1997-06-13,Speed 2: Cruise Control,110000000.0,48097081.0,150468000.0,1997,6,,,,,150.468,110.0,48.097081,36.79
39,2005-05-06,Kingdom of Heaven,110000000.0,47398413.0,218853353.0,2005,5,,,,,218.853353,110.0,47.398413,98.96
40,2017-03-31,Ghost in the Shell,110000000.0,40563557.0,167910690.0,2017,3,6.0,5128.0,"[28, 878, 53, 18]",Action,167.91069,110.0,40.563557,52.65
41,2004-06-16,Around the World in 80 Days,110000000.0,24004159.0,72004159.0,2004,6,,,,,72.004159,110.0,24.004159,-34.54
42,2019-06-14,Men in Black: International,110000000.0,3100000.0,3100000.0,2019,6,,,,,3.1,110.0,3.1,-97.18
43,2001-12-19,The Lord of the Rings: The Fellowship of the Ring,109000000.0,315544750.0,887210985.0,2001,12,,,,,887.210985,109.0,315.54475,713.96
44,2003-11-21,The Cat in the Hat,109000000.0,101018283.0,133818283.0,2003,11,,,,,133.818283,109.0,101.018283,22.77
45,2001-12-25,Ali,109000000.0,58183966.0,87683966.0,2001,12,,,,,87.683966,109.0,58.183966,-19.56
46,2015-10-02,The Martian,108000000.0,228433663.0,655271443.0,2015,10,7.7,12172.0,"[18, 12, 878]",Drama,655.271443,108.0,228.433663,506.73
46,2015-10-02,The Martian,108000000.0,228433663.0,655271443.0,2015,10,7.7,12172.0,"[18, 12, 878]",Drama,655.271443,108.0,228.433663,506.73
47,2016-11-23,Allied,106000000.0,40098064.0,119266661.0,2016,11,6.7,2765.0,"[28, 18, 10752, 10749, 53]",Action,119.266661,106.0,40.098064,12.52
47,2016-11-23,Allied,106000000.0,40098064.0,119266661.0,2016,11,6.7,2765.0,"[28, 18, 10752, 10749, 53]",Action,119.266661,106.0,40.098064,12.52
48,2004-07-16,"I, Robot",105000000.0,144801023.0,348629585.0,2004,7,,,,,348.629585,105.0,144.801023,232.03
49,1999-12-17,Stuart Little,105000000.0,140015224.0,298815224.0,1999,12,,,,,298.815224,105.0,140.015224,184.59
50,2009-11-25,The Princess and the Frog,105000000.0,104400899.0,270997378.0,2009,11,,,,,270.997378,105.0,104.400899,158.09
51,2008-03-07,"10,000 B.C.",105000000.0,94784201.0,269065678.0,2008,3,,,,,269.065678,105.0,94.784201,156.25
52,2016-07-22,Ice Age: Collision Course,105000000.0,64063008.0,402156682.0,2016,7,5.9,2430.0,"[12, 16, 10751, 35]",Adventure,402.156682,105.0,64.063008,283.01
53,2001-04-27,Town & Country,105000000.0,6712451.0,10364769.0,2001,4,,,,,10.364769,105.0,6.712451,-90.13
54,2017-09-22,Kingsman: The Golden Circle,104000000.0,100234838.0,408803696.0,2017,9,7.0,5531.0,"[28, 12, 35]",Action,408.803696,104.0,100.234838,293.08
55,2000-06-09,Gone in 60 Seconds,103300000.0,101643008.0,232643008.0,2000,6,,,,,232.643008,103.3,101.643008,125.21
56,2000-05-05,Gladiator,103000000.0,187683805.0,457683805.0,2000,5,,,,,457.683805,103.0,187.683805,344.35
57,2013-05-23,The Hangover 3,103000000.0,112200072.0,362000072.0,2013,5,,,,,362.000072,103.0,112.200072,251.46
58,2018-03-09,A Wrinkle in Time,103000000.0,100478608.0,133401882.0,2018,3,5.0,1073.0,"[12, 878, 10751, 14]",Adventure,133.401882,103.0,100.478608,29.52
59,2009-07-01,Public Enemies,102500000.0,97104620.0,212282709.0,2009,7,,,,,212.282709,102.5,97.10462,107.11
60,2006-11-17,Casino Royale,102000000.0,167365000.0,594420283.0,2006,11,,,,,594.420283,102.0,167.365,482.76
61,2002-06-21,Minority Report,102000000.0,132024714.0,358824714.0,2002,6,,,,,358.824714,102.0,132.024714,251.79
62,2018-12-21,Bumblebee,102000000.0,127195589.0,465195589.0,2018,12,6.5,2425.0,"[28, 12, 878]",Action,465.195589,102.0,127.195589,356.07
63,2012-10-26,Cloud Atlas,102000000.0,27108272.0,130673154.0,2012,10,6.8,4505.0,"[18, 878]",Drama,130.673154,102.0,27.108272,28.11
64,2002-11-15,Harry Potter and the Chamber of Secrets,100000000.0,262233381.0,879225135.0,2002,11,,,,,879.225135,100.0,262.233381,779.23
65,1991-07-02,Terminator 2: Judgment Day,100000000.0,203464105.0,515419827.0,1991,7,7.9,6682.0,"[28, 53, 878]",Action,515.419827,100.0,203.464105,415.42
65,1991-07-02,Terminator 2: Judgment Day,100000000.0,203464105.0,515419827.0,1991,7,7.9,6682.0,"[28, 53, 878]",Action,515.419827,100.0,203.464105,415.42
66,1995-06-16,Batman Forever,100000000.0,184031112.0,336529144.0,1995,6,,,,,336.529144,100.0,184.031112,236.53
67,2001-07-27,Planet of the Apes,100000000.0,180011740.0,362211740.0,2001,7,,,,,362.21174,100.0,180.01174,262.21
68,2004-11-19,National Treasure,100000000.0,173005002.0,331323410.0,2004,11,,,,,331.32341,100.0,173.005002,231.32
69,2012-12-25,Django Unchained,100000000.0,162805434.0,449948323.0,2012,12,8.0,15725.0,"[18, 37]",Drama,449.948323,100.0,162.805434,349.95
70,2010-12-22,Little Fockers,100000000.0,148438600.0,310650574.0,2010,12,5.6,1883.0,"[35, 10749]",Comedy,310.650574,100.0,148.4386,210.65
71,1994-07-15,True Lies,100000000.0,146282411.0,365300000.0,1994,7,,,,,365.3,100.0,146.282411,265.3
72,2007-11-02,American Gangster,100000000.0,130164645.0,267985456.0,2007,11,,,,,267.985456,100.0,130.164645,167.99
73,2009-09-18,Cloudy with a Chance of Meatballs,100000000.0,124870275.0,236827677.0,2009,9,,,,,236.827677,100.0,124.870275,136.83
74,2010-08-06,The Other Guys,100000000.0,119219978.0,170936470.0,2010,8,6.2,2187.0,"[28, 35, 80]",Action,170.93647,100.0,119.219978,70.94
75,2004-12-17,Lemony Snicket's A Series of Unfortunate Events,100000000.0,118627117.0,212956024.0,2004,12,6.8,2975.0,"[12, 35, 10751]",Adventure,212.956024,100.0,118.627117,112.96
76,2013-12-25,The Wolf of Wall Street,100000000.0,116900694.0,389870414.0,2013,12,7.9,12411.0,"[80, 18, 35]",Crime,389.870414,100.0,116.900694,289.87
77,2013-05-24,Epic,100000000.0,107518682.0,262794441.0,2013,5,6.4,1670.0,"[16, 12, 10751, 14]",Animation,262.794441,100.0,107.518682,162.79
78,1996-06-21,Eraser,100000000.0,101295562.0,234400000.0,1996,6,,,,,234.4,100.0,101.295562,134.4
79,1996-06-21,The Hunchback of Notre Dame,100000000.0,100138851.0,325500000.0,1996,6,,,,,325.5,100.0,100.138851,225.5
80,2000-12-15,The Emperor's New Groove,100000000.0,89296573.0,169296573.0,2000,12,,,,,169.296573,100.0,89.296573,69.3
81,2012-08-17,The Expendables 2,100000000.0,85028192.0,311979256.0,2012,8,6.2,4219.0,"[28, 12, 53]",Action,311.979256,100.0,85.028192,211.98
82,2009-10-16,Where the Wild Things Are,100000000.0,77233467.0,99123656.0,2009,10,,,,,99.123656,100.0,77.233467,-0.88
83,2006-12-15,Eragon,100000000.0,75030163.0,249488115.0,2006,12,,,,,249.488115,100.0,75.030163,149.49
84,2014-07-25,Hercules,100000000.0,72688614.0,243388614.0,2014,7,5.6,2606.0,"[28, 12]",Action,243.388614,100.0,72.688614,143.39
85,2010-12-10,The Tourist,100000000.0,67631157.0,278731369.0,2010,12,6.1,3133.0,"[28, 53, 10749]",Action,278.731369,100.0,67.631157,178.73
86,1999-11-24,End of Days,100000000.0,66889043.0,212026975.0,1999,11,,,,,212.026975,100.0,66.889043,112.03
87,2004-06-11,The Stepford Wives,100000000.0,59475623.0,96221971.0,2004,6,,,,,96.221971,100.0,59.475623,-3.78
88,2007-06-08,Surf's Up,100000000.0,58867694.0,145395745.0,2007,6,,,,,145.395745,100.0,58.867694,45.4
89,2006-12-08,Blood Diamond,100000000.0,57377916.0,171377916.0,2006,12,,,,,171.377916,100.0,57.377916,71.38
90,2010-09-24,Legend of the Guardians: The Owls of Ga'Hoole,100000000.0,55675313.0,139716717.0,2010,9,6.6,1223.0,"[16, 12, 10751, 14]",Animation,139.716717,100.0,55.675313,39.72
91,1997-11-07,Starship Troopers,100000000.0,54768952.0,121100000.0,1997,11,,,,,121.1,100.0,54.768952,21.1
92,2009-06-05,Land of the Lost,100000000.0,49438370.0,69548641.0,2009,6,,,,,69.548641,100.0,49.43837,-30.45
93,2003-12-25,Peter Pan,100000000.0,48417850.0,95255485.0,2003,12,,,,,95.255485,100.0,48.41785,-4.74
94,2019-03-15,Wonder Park,100000000.0,45216793.0,115149422.0,2019,3,,,,,115.149422,100.0,45.216793,15.15
95,2004-07-23,Catwoman,100000000.0,40202379.0,82145379.0,2004,7,,,,,82.145379,100.0,40.202379,-17.85
96,2014-08-15,The Expendables 3,100000000.0,39322544.0,209461378.0,2014,8,6.1,2876.0,"[28, 12, 53]",Action,209.461378,100.0,39.322544,109.46
97,2002-11-27,Treasure Planet,100000000.0,38120554.0,91800000.0,2002,11,,,,,91.8,100.0,38.120554,-8.2
98,2010-03-12,Green Zone,100000000.0,35497337.0,97523020.0,2010,3,6.4,1176.0,"[10752, 28, 12, 18, 53]",War,97.52302,100.0,35.497337,-2.48
99,2017-10-20,Geostorm,100000000.0,33700160.0,220796009.0,2017,10,5.8,2246.0,"[28, 878, 53]",Action,220.796009,100.0,33.70016,120.8
99,2017-10-20,Geostorm,100000000.0,33700160.0,220796009.0,2017,10,5.8,2246.0,"[28, 878, 53]",Action,220.796009,100.0,33.70016,120.8
100,2015-12-25,Point Break,100000000.0,28782481.0,126704591.0,2015,12,5.6,1260.0,"[28, 80, 53]",Action,126.704591,100.0,28.782481,26.7
1,2015-12-11,In the Heart of the Sea,100000000.0,25020758.0,89693309.0,2015,12,6.6,2137.0,"[53, 18, 12, 28, 36]",Thriller,89.693309,100.0,25.020758,-10.31
1,2015-12-11,In the Heart of the Sea,100000000.0,25020758.0,89693309.0,2015,12,6.6,2137.0,"[53, 18, 12, 28, 36]",Thriller,89.693309,100.0,25.020758,-10.31
2,2014-04-18,Transcendence,100000000.0,23022309.0,103039258.0,2014,4,6.0,3491.0,"[53, 878, 18, 9648]",Thriller,103.039258,100.0,23.022309,3.04
3,2005-02-18,Son of the Mask,100000000.0,17018422.0,59918422.0,2005,2,,,,,59.918422,100.0,17.018422,-40.08
4,2018-12-14,Mortal Engines,100000000.0,15951040.0,85287417.0,2018,12,6.0,1751.0,"[12, 14]",Adventure,85.287417,100.0,15.95104,-14.71
5,2002-08-16,The Adventures of Pluto Nash,100000000.0,4411102.0,7094995.0,2002,8,,,,,7.094995,100.0,4.411102,-92.91
6,2012-01-20,Jin lÃ­ng shÃ­ san chai,100000000.0,311434.0,98227017.0,2012,1,,,,,98.227017,100.0,0.311434,-1.77
7,2015-11-06,The Peanuts Movie,99000000.0,130178411.0,250091610.0,2015,11,6.6,894.0,"[12, 35, 16, 10751]",Adventure,250.09161,99.0,130.178411,152.62
7,2015-11-06,The Peanuts Movie,99000000.0,130178411.0,250091610.0,2015,11,6.6,894.0,"[12, 35, 16, 10751]",Adventure,250.09161,99.0,130.178411,152.62
8,2019-02-08,The LEGO Movie 2: The Second Part,99000000.0,105806508.0,190325698.0,2019,2,,,,,190.325698,99.0,105.806508,92.25
9,2018-11-21,Robin Hood,99000000.0,30824628.0,84747441.0,2018,11,6.3,2569.0,"[28, 12, 18]",Action,84.747441,99.0,30.824628,-14.4
9,2018-11-21,Robin Hood,99000000.0,30824628.0,84747441.0,2018,11,5.8,1194.0,"[12, 28, 53]",Adventure,84.747441,99.0,30.824628,-14.4
10,2001-05-04,The Mummy Returns,98000000.0,202007640.0,435040395.0,2001,5,,,,,435.040395,98.0,202.00764,343.92
11,2002-12-20,Gangs of New York,97000000.0,77730500.0,183124621.0,2002,12,,,,,183.124621,97.0,77.7305,88.79
12,2017-05-19,Alien: Covenant,97000000.0,74262031.0,238521247.0,2017,5,5.9,4971.0,"[27, 878, 53]",Horror,238.521247,97.0,74.262031,145.9
13,2015-03-13,Cinderella,95000000.0,201151353.0,534551353.0,2015,3,6.7,4517.0,"[10749, 14, 10751, 18]",Romance,534.551353,95.0,201.151353,462.69
14,2012-07-13,Ice Age: Continental Drift,95000000.0,161321843.0,879765137.0,2012,7,6.3,4598.0,"[16, 35, 12, 10751]",Animation,879.765137,95.0,161.321843,826.07
15,2001-12-28,Black Hawk Down,95000000.0,108638745.0,159691085.0,2001,12,,,,,159.691085,95.0,108.638745,68.1
16,2010-05-27,Sex and the City 2,95000000.0,95347692.0,294680778.0,2010,5,5.9,809.0,"[35, 18, 10749]",Comedy,294.680778,95.0,95.347692,210.19
17,2010-02-12,Percy Jackson & the Olympians: The Lightning Thief,95000000.0,88768303.0,223050874.0,2010,2,6.1,4229.0,"[12, 14, 10751]",Adventure,223.050874,95.0,88.768303,134.79
18,2012-08-10,The Campaign,95000000.0,86907746.0,104907746.0,2012,8,5.7,982.0,[35],Comedy,104.907746,95.0,86.907746,10.43
19,2010-11-12,Unstoppable,95000000.0,81562942.0,165720921.0,2010,11,6.4,1913.0,"[28, 53]",Action,165.720921,95.0,81.562942,74.44
20,1997-05-09,The Fifth Element,95000000.0,63570862.0,263898761.0,1997,5,,,,,263.898761,95.0,63.570862,177.79
21,2000-03-31,The Road to El Dorado,95000000.0,50802661.0,65700000.0,2000,3,,,,,65.7,95.0,50.802661,-30.84
22,2009-12-11,The Lovely Bones,95000000.0,44114232.0,94894448.0,2009,12,6.8,2226.0,"[14, 18]",Fantasy,94.894448,95.0,44.114232,-0.11
23,2016-08-19,Ben-Hur,95000000.0,26410477.0,91669648.0,2016,8,5.6,1068.0,"[28, 12, 18]",Action,91.669648,95.0,26.410477,-3.51
24,2015-02-06,Seventh Son,95000000.0,17725785.0,108874967.0,2015,2,5.3,1549.0,"[12, 14]",Adventure,108.874967,95.0,17.725785,14.61
25,2003-05-30,Finding Nemo,94000000.0,380529370.0,936429370.0,2003,5,,,,,936.42937,94.0,380.52937,896.2
26,2003-12-17,The Lord of the Rings: The Return of the King,94000000.0,377845905.0,1141403341.0,2003,12,,,,,1141.403341,94.0,377.845905,1114.26
27,2002-12-18,The Lord of the Rings: The Two Towers,94000000.0,342548984.0,934699645.0,2002,12,,,,,934.699645,94.0,342.548984,894.36
28,2001-06-15,Lara Croft: Tomb Raider,94000000.0,131144183.0,273330185.0,2001,6,,,,,273.330185,94.0,131.144183,190.78
29,2015-02-13,Kingsman: The Secret Service,94000000.0,128261724.0,404561724.0,2015,2,7.6,10287.0,"[80, 35, 28, 12]",Crime,404.561724,94.0,128.261724,330.38
29,2015-02-13,Kingsman: The Secret Service,94000000.0,128261724.0,404561724.0,2015,2,7.6,10287.0,"[80, 35, 28, 12]",Crime,404.561724,94.0,128.261724,330.38
30,2001-07-18,Jurassic Park III,93000000.0,181166115.0,365900000.0,2001,7,,,,,365.9,93.0,181.166115,293.44
31,2011-08-05,Rise of the Planet of the Apes,93000000.0,176760185.0,470986200.0,2011,8,7.2,7259.0,"[53, 28, 18, 878]",Thriller,470.9862,93.0,176.760185,406.44
32,2008-02-14,The Spiderwick Chronicles,92500000.0,71195053.0,162839667.0,2008,2,,,,,162.839667,92.5,71.195053,76.04
33,2004-11-05,The Incredibles,92000000.0,261441092.0,614726752.0,2004,11,,,,,614.726752,92.0,261.441092,568.18
34,2013-02-14,A Good Day to Die Hard,92000000.0,67349198.0,304249198.0,2013,2,5.2,4437.0,"[28, 53]",Action,304.249198,92.0,67.349198,230.71
35,2004-04-09,The Alamo,92000000.0,22406362.0,23911362.0,2004,4,,,,,23.911362,92.0,22.406362,-74.01
36,1995-12-22,Cutthroat Island,92000000.0,10017322.0,18517322.0,1995,12,,,,,18.517322,92.0,10.017322,-79.87
37,2013-12-25,The Secret Life of Walter Mitty,91000000.0,58236838.0,187861183.0,2013,12,7.1,4859.0,"[12, 35, 18, 14]",Adventure,187.861183,91.0,58.236838,106.44
38,2017-12-20,Jumanji: Welcome to the Jungle,90000000.0,404508916.0,964496193.0,2017,12,6.7,7213.0,"[28, 12, 35, 14]",Action,964.496193,90.0,404.508916,971.66
38,2017-12-20,Jumanji: Welcome to the Jungle,90000000.0,404508916.0,964496193.0,2017,12,6.7,7213.0,"[28, 12, 35, 14]",Action,964.496193,90.0,404.508916,971.66
39,1997-07-01,Men in Black,90000000.0,250690539.0,587790539.0,1997,7,,,,,587.790539,90.0,250.690539,553.1
40,1999-11-19,Toy Story 2,90000000.0,245852179.0,511358276.0,1999,11,7.5,7553.0,"[16, 35, 10751]",Animation,511.358276,90.0,245.852179,468.18
40,1999-11-19,Toy Story 2,90000000.0,245852179.0,511358276.0,1999,11,7.5,7553.0,"[16, 35, 10751]",Animation,511.358276,90.0,245.852179,468.18
41,2001-08-03,Rush Hour 2,90000000.0,226164286.0,347425832.0,2001,8,,,,,347.425832,90.0,226.164286,286.03
42,2009-12-25,Sherlock Holmes,90000000.0,209028679.0,498438212.0,2009,12,5.6,53.0,"[14, 18, 27, 28, 53, 9648]",Fantasy,498.438212,90.0,209.028679,453.82
43,2009-07-01,Ice Age: Dawn of the Dinosaurs,90000000.0,196573705.0,859701857.0,2009,7,,,,,859.701857,90.0,196.573705,855.22
44,2018-12-14,Spider-Man: Into The Spider-Verse 3D,90000000.0,190173195.0,375381768.0,2018,12,,,,,375.381768,90.0,190.173195,317.09
45,2000-07-21,What Lies Beneath,90000000.0,155464351.0,288693989.0,2000,7,,,,,288.693989,90.0,155.464351,220.77
46,2011-04-15,Rio,90000000.0,143619809.0,487519809.0,2011,4,6.6,3730.0,"[16, 12, 35, 10751]",Animation,487.519809,90.0,143.619809,441.69
47,2006-10-06,The Departed,90000000.0,132384315.0,289660619.0,2006,10,,,,,289.660619,90.0,132.384315,221.85
48,2000-11-03,Charlie's Angels,90000000.0,125305545.0,259736090.0,2000,11,,,,,259.73609,90.0,125.305545,188.6
49,1998-06-19,Mulan,90000000.0,120620254.0,303500000.0,1998,6,,,,,303.5,90.0,120.620254,237.22
50,2008-08-13,Tropic Thunder,90000000.0,110515313.0,191145256.0,2008,8,,,,,191.145256,90.0,110.515313,112.38
51,2011-12-20,The Girl with the Dragon Tattoo,90000000.0,102515793.0,239373970.0,2011,12,7.3,3971.0,"[53, 80, 9648, 18]",Thriller,239.37397,90.0,102.515793,165.97
52,1997-07-11,Contact,90000000.0,100920329.0,165900000.0,1997,7,,,,,165.9,90.0,100.920329,84.33
53,2008-06-06,You Don't Mess With the Zohan,90000000.0,100018837.0,202910991.0,2008,6,,,,,202.910991,90.0,100.018837,125.46
54,1995-05-19,Die Hard: With a Vengeance,90000000.0,100012499.0,366101666.0,1995,5,,,,,366.101666,90.0,100.012499,306.78
55,2016-09-23,The Magnificent Seven,90000000.0,93432655.0,162525156.0,2016,9,6.2,3647.0,"[12, 28, 37]",Adventure,162.525156,90.0,93.432655,80.58
56,2015-12-18,Alvin and the Chipmunks: The Road Chip,90000000.0,85886987.0,249517956.0,2015,12,5.8,852.0,"[12, 16, 35, 10751]",Adventure,249.517956,90.0,85.886987,177.24
57,2001-06-08,Atlantis: The Lost Empire,90000000.0,84052762.0,186049020.0,2001,6,,,,,186.04902,90.0,84.052762,106.72
58,2008-12-25,Valkyrie,90000000.0,83107829.0,203932174.0,2008,12,,,,,203.932174,90.0,83.107829,126.59
59,2015-07-24,Pixels,90000000.0,78765986.0,244041804.0,2015,7,7.1,35.0,[878],Sci-Fi,244.041804,90.0,78.765986,171.16
59,2015-07-24,Pixels,90000000.0,78765986.0,244041804.0,2015,7,5.6,4423.0,"[28, 35, 878]",Action,244.041804,90.0,78.765986,171.16
60,2001-06-29,Artificial Intelligence: AI,90000000.0,78616689.0,235900000.0,2001,6,,,,,235.9,90.0,78.616689,162.11
61,2003-11-26,The Haunted Mansion,90000000.0,75817994.0,155750628.0,2003,11,,,,,155.750628,90.0,75.817994,73.06
62,2000-08-04,Hollow Man,90000000.0,73209340.0,191200000.0,2000,8,,,,,191.2,90.0,73.20934,112.44
63,2005-04-22,The Interpreter,90000000.0,72708161.0,162753837.0,2005,4,,,,,162.753837,90.0,72.708161,80.84
64,2013-08-07,Percy Jackson: Sea of Monsters,90000000.0,68559554.0,200859554.0,2013,8,5.9,3109.0,"[12, 10751, 14]",Adventure,200.859554,90.0,68.559554,123.18
65,2003-07-25,Lara Croft: Tomb Raider: The Cradle of Life,90000000.0,65653758.0,157092943.0,2003,7,,,,,157.092943,90.0,65.653758,74.55
66,2016-06-10,Now You See Me 2,90000000.0,65075540.0,328325007.0,2016,6,6.8,6744.0,"[28, 35, 53]",Action,328.325007,90.0,65.07554,264.81
67,2001-11-21,Spy Game,90000000.0,62362560.0,143049560.0,2001,11,,,,,143.04956,90.0,62.36256,58.94
68,1997-04-04,The Saint,90000000.0,61363304.0,169400000.0,1997,4,5.1,133.0,"[28, 12, 80]",Action,169.4,90.0,61.363304,88.22
69,2000-03-10,Mission to Mars,90000000.0,60874615.0,106000000.0,2000,3,,,,,106.0,90.0,60.874615,17.78
70,2018-03-16,Tomb Raider,90000000.0,58250803.0,273477501.0,2018,3,6.3,4310.0,"[28, 12, 14]",Action,273.477501,90.0,58.250803,203.86
71,1999-12-17,Bicentennial Man,90000000.0,58220776.0,87420776.0,1999,12,,,,,87.420776,90.0,58.220776,-2.87
72,2004-07-07,King Arthur,90000000.0,51877963.0,203877963.0,2004,7,,,,,203.877963,90.0,51.877963,126.53
73,1997-04-25,Volcano,90000000.0,47546796.0,120100000.0,1997,4,,,,,120.1,90.0,47.546796,33.44
74,1997-03-26,The Devil's Own,90000000.0,42885593.0,140900000.0,1997,3,,,,,140.9,90.0,42.885593,56.56
75,2002-07-19,K-19: The Widowmaker,90000000.0,35168966.0,65716126.0,2002,7,,,,,65.716126,90.0,35.168966,-26.98
76,2011-08-19,Conan the Barbarian,90000000.0,21295021.0,63356133.0,2011,8,5.2,1024.0,"[12, 14, 28]",Adventure,63.356133,90.0,21.295021,-29.6
77,2011-10-21,The Three Musketeers,90000000.0,20377913.0,139877913.0,2011,10,5.7,1596.0,"[12, 28, 53]",Adventure,139.877913,90.0,20.377913,55.42
78,2017-04-21,The Promise,90000000.0,8224288.0,10551417.0,2017,4,7.1,195.0,"[36, 10749, 18]",History,10.551417,90.0,8.224288,-88.28
78,2017-04-21,The Promise,90000000.0,8224288.0,10551417.0,2017,4,7.1,195.0,"[36, 10749, 18]",History,10.551417,90.0,8.224288,-88.28
79,2010-11-24,The Nutcracker in 3D,90000000.0,195459.0,20466016.0,2010,11,5.5,97.0,"[10402, 14, 28, 10751]",Music,20.466016,90.0,0.195459,-77.26
82,1996-05-10,Twister,88000000.0,241688385.0,495700000.0,1996,5,,,,,495.7,88.0,241.688385,463.3
83,2005-06-03,Cinderella Man,88000000.0,61649911.0,105021488.0,2005,6,,,,,105.021488,88.0,61.649911,19.34
84,2018-09-14,The Predator,88000000.0,51024708.0,159487563.0,2018,9,5.2,2018.0,"[878, 28, 53, 12, 27]",Sci-Fi,159.487563,88.0,51.024708,81.24
85,2005-07-08,Fantastic Four,87500000.0,154696080.0,333132750.0,2005,7,4.4,3837.0,"[28, 12, 878]",Action,333.13275,87.5,154.69608,280.72
86,2001-02-09,Hannibal,87000000.0,165092266.0,350100280.0,2001,2,,,,,350.10028,87.0,165.092266,302.41
87,2003-07-25,Seabiscuit,86000000.0,120277854.0,148715342.0,2003,7,,,,,148.715342,86.0,120.277854,72.92
88,2000-12-22,Cast Away,85000000.0,233632142.0,427230516.0,2000,12,,,,,427.230516,85.0,233.632142,402.62
89,2006-11-17,Happy Feet,85000000.0,198000317.0,385000317.0,2006,11,,,,,385.000317,85.0,198.000317,352.94
90,2001-12-07,Ocean's Eleven,85000000.0,183417150.0,450728529.0,2001,12,,,,,450.728529,85.0,183.41715,430.27
91,2004-07-23,The Bourne Supremacy,85000000.0,176087450.0,311001124.0,2004,7,7.3,4367.0,"[28, 18, 53]",Action,311.001124,85.0,176.08745,265.88
92,1997-07-25,Air Force One,85000000.0,172956409.0,315268353.0,1997,7,,,,,315.268353,85.0,172.956409,270.9
93,2009-04-03,Fast & Furious,85000000.0,155064265.0,363064265.0,2009,4,,,,,363.064265,85.0,155.064265,327.13
94,2008-03-14,Horton Hears a Who,85000000.0,154529439.0,299477886.0,2008,3,,,,,299.477886,85.0,154.529439,252.33
